question1_id,question2_id,snippet,question1,question2,relatedness_mean,relatedness_count,relatedness_list,relatedness_std
1566050235.253f54c184627c9a0c3c3cf83434e855.31.0,1566075873.b7808b1c2a7002eda1b87039824faca7.31.0,"I was born and raised in Sierra Leone, a small and very beautiful country in West Africa, a country rich both in physical resources and creative talent.",How long did you live there?,Are they still in Sierre Leone?,2.0,6,"[2.0, 2.0, 2.0, 2.0, 1.0, 3.0]",0.6324555320336759
1566050235.253f54c184627c9a0c3c3cf83434e855.31.0,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.31.0,"I was born and raised in Sierra Leone, a small and very beautiful country in West Africa, a country rich both in physical resources and creative talent.",How long did you live there?,Do you still live in Sierra Leone?,1.8333333333333333,6,"[2.0, 2.0, 2.0, 3.0, 0.0, 2.0]",0.983192080250175
1566050235.253f54c184627c9a0c3c3cf83434e855.31.12,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.12,"The prosthetic socket is the part in which the amputee inserts their residual limb, and which connects to the prosthetic ankle.",Do you work with prosthetic sockets now?,Why were they ill fitting?,1.0,6,"[1.0, 2.0, 1.0, 1.0, 0.0, 1.0]",0.6324555320336759
1566050235.253f54c184627c9a0c3c3cf83434e855.31.12,1566075873.b7808b1c2a7002eda1b87039824faca7.31.12,"The prosthetic socket is the part in which the amputee inserts their residual limb, and which connects to the prosthetic ankle.",Do you work with prosthetic sockets now?,Did the amputee's get help?,0.5714285714285714,7,"[2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.7867957924694432
1566050235.253f54c184627c9a0c3c3cf83434e855.31.12,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.31.12,"The prosthetic socket is the part in which the amputee inserts their residual limb, and which connects to the prosthetic ankle.",Do you work with prosthetic sockets now?,Is there a way to make the prosthetic fit properly?,1.3333333333333333,6,"[1.0, 1.0, 1.0, 2.0, 1.0, 2.0]",0.5163977794943223
1566050235.253f54c184627c9a0c3c3cf83434e855.31.15,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.15,"Even in the developed world, it takes a period of three weeks to often years for a patient to get a comfortable socket, if ever.",Is there a way for people to get them quicker?,Did this situation improve in Sierra Leone?,1.1666666666666667,6,"[1.0, 0.0, 1.0, 1.0, 1.0, 3.0, nan]",0.983192080250175
1566050235.253f54c184627c9a0c3c3cf83434e855.31.15,1566075873.b7808b1c2a7002eda1b87039824faca7.31.15,"Even in the developed world, it takes a period of three weeks to often years for a patient to get a comfortable socket, if ever.",Is there a way for people to get them quicker?,Did this satisfy it deeply troubling them?,0.8571428571428571,7,"[1.0, 0.0, 1.0, 2.0, 1.0, 0.0, 1.0]",0.6900655593423543
1566050235.253f54c184627c9a0c3c3cf83434e855.31.15,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.31.15,"Even in the developed world, it takes a period of three weeks to often years for a patient to get a comfortable socket, if ever.",Is there a way for people to get them quicker?,Is there a way to speed up the process to get a comfortable socket at a reasonable price?,2.5714285714285716,7,"[3.0, 2.0, 2.0, 2.0, 3.0, 3.0, nan, 3.0]",0.5345224838248488
1566050235.253f54c184627c9a0c3c3cf83434e855.31.18,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.18,"Such sockets often leave intolerable amounts of pressure on the limbs of the patient, leaving them with pressure sores and blisters.",Is there a way to make prosthetics without conventional processes?,Does this pain last their whole lives?,1.0,6,"[1.0, 2.0, 0.0, 1.0, 1.0, 1.0]",0.6324555320336759
1566050235.253f54c184627c9a0c3c3cf83434e855.31.18,1566075873.b7808b1c2a7002eda1b87039824faca7.31.18,"Such sockets often leave intolerable amounts of pressure on the limbs of the patient, leaving them with pressure sores and blisters.",Is there a way to make prosthetics without conventional processes?,Is there anything to speed up the process or make them comfortable? ,1.7142857142857142,7,"[3.0, 1.0, 0.0, 1.0, 3.0, 2.0, 2.0]",1.1126972805283735
1566050235.253f54c184627c9a0c3c3cf83434e855.31.18,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.31.18,"Such sockets often leave intolerable amounts of pressure on the limbs of the patient, leaving them with pressure sores and blisters.",Is there a way to make prosthetics without conventional processes?,What can be done to prevent the pressure sores and blisters?,1.1666666666666667,6,"[1.0, 0.0, 2.0, 2.0, 0.0, 2.0]",0.983192080250175
1566050235.253f54c184627c9a0c3c3cf83434e855.31.3,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.3,"However, Sierra Leone is infamous for a decade-long rebel war in the '90s when entire villages were burnt down. An estimated 8,000 men, women and children had their arms and legs amputated during this time.",What is it like currently there?,Did you move away because of the war?,0.42857142857142855,7,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.5345224838248488
1566050235.253f54c184627c9a0c3c3cf83434e855.31.3,1566075873.b7808b1c2a7002eda1b87039824faca7.31.3,"However, Sierra Leone is infamous for a decade-long rebel war in the '90s when entire villages were burnt down. An estimated 8,000 men, women and children had their arms and legs amputated during this time.",What is it like currently there?,Is this person a boy or girl?,0.0,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
1566050235.253f54c184627c9a0c3c3cf83434e855.31.3,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.31.3,"However, Sierra Leone is infamous for a decade-long rebel war in the '90s when entire villages were burnt down. An estimated 8,000 men, women and children had their arms and legs amputated during this time.",What is it like currently there?,Has Sierra Leone recovered after the long war?,2.142857142857143,7,"[2.0, 2.0, 2.0, 3.0, 1.0, 3.0, 2.0]",0.6900655593423543
1566050235.253f54c184627c9a0c3c3cf83434e855.31.6,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.6,"They would, in fact, be part of a Sierra Leone where war and amputation were no longer a strategy for gaining power.",Where do you live now?,when did they move back?,0.6666666666666666,6,"[0.0, 1.0, 0.0, 1.0, 1.0, 1.0]",0.5163977794943222
1566050235.253f54c184627c9a0c3c3cf83434e855.31.6,1566075873.b7808b1c2a7002eda1b87039824faca7.31.6,"They would, in fact, be part of a Sierra Leone where war and amputation were no longer a strategy for gaining power.",Where do you live now?,Is their life better now?,0.6,5,"[1.0, 0.0, 0.0, 1.0, nan, 1.0]",0.5477225575051661
1566050235.253f54c184627c9a0c3c3cf83434e855.31.6,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.31.6,"They would, in fact, be part of a Sierra Leone where war and amputation were no longer a strategy for gaining power.",Where do you live now?,How did you ensure change for the future generations growing up in Sierra Leone?,0.2857142857142857,7,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.48795003647426666
1566050235.253f54c184627c9a0c3c3cf83434e855.31.9,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.9,"As I watched people who I knew, loved ones, recover from this devastation, one thing that deeply troubled me was that many of the amputees in the country would not use their prostheses. The reason, I would come to find out, was that their prosthetic sockets were painful",What can be done to ease the pain of these prosthetics?,Why were they painful?,1.3333333333333333,6,"[2.0, 1.0, 1.0, 1.0, 1.0, 2.0]",0.5163977794943223
1566050235.253f54c184627c9a0c3c3cf83434e855.31.9,1566075873.b7808b1c2a7002eda1b87039824faca7.31.9,"As I watched people who I knew, loved ones, recover from this devastation, one thing that deeply troubled me was that many of the amputees in the country would not use their prostheses. The reason, I would come to find out, was that their prosthetic sockets were painful",What can be done to ease the pain of these prosthetics?,Did they do something to help amputees?,1.6666666666666667,6,"[1.0, 2.0, 3.0, 1.0, 1.0, 2.0]",0.816496580927726
1566050235.253f54c184627c9a0c3c3cf83434e855.31.9,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.31.9,"As I watched people who I knew, loved ones, recover from this devastation, one thing that deeply troubled me was that many of the amputees in the country would not use their prostheses. The reason, I would come to find out, was that their prosthetic sockets were painful",What can be done to ease the pain of these prosthetics?,Did you create something new for the the amputees to assist them?,0.8333333333333334,6,"[2.0, 0.0, 2.0, 1.0, 0.0, 0.0]",0.983192080250175
1566050235.253f54c184627c9a0c3c3cf83434e855.56.0,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.0,"Over three plus years, no performance tradeoff. So that's okay, right? We want more. I want more. In some cases, there may be outperformance from ESG.",How often will ESG outperform?,What is ESG?,1.1666666666666667,6,"[0.0, 2.0, 1.0, 2.0, 1.0, 1.0]",0.752772652709081
1566050235.253f54c184627c9a0c3c3cf83434e855.56.0,1566075873.b7808b1c2a7002eda1b87039824faca7.56.0,"Over three plus years, no performance tradeoff. So that's okay, right? We want more. I want more. In some cases, there may be outperformance from ESG.",How often will ESG outperform?,What do they want more of?,0.5,6,"[0.0, 1.0, 1.0, 0.0, 1.0, nan, 0.0]",0.5477225575051661
1566050235.253f54c184627c9a0c3c3cf83434e855.56.0,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.56.0,"Over three plus years, no performance tradeoff. So that's okay, right? We want more. I want more. In some cases, there may be outperformance from ESG.",How often will ESG outperform?,What does ESG stand for?,0.7142857142857143,7,"[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, nan, 1.0]",0.4879500364742666
1566050235.253f54c184627c9a0c3c3cf83434e855.56.12,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.12,"So if the returns are the same or better and the planet benefits, wouldn't this be the norm? Are investors, particularly institutional investors, engaged? Well, some are, and a few are really at the vanguard.",Are investors looking at the wrong things?,Why are some investors not engaged?,1.3333333333333333,6,"[2.0, 1.0, 2.0, 1.0, 2.0, 0.0]",0.816496580927726
1566050235.253f54c184627c9a0c3c3cf83434e855.56.12,1566075873.b7808b1c2a7002eda1b87039824faca7.56.12,"So if the returns are the same or better and the planet benefits, wouldn't this be the norm? Are investors, particularly institutional investors, engaged? Well, some are, and a few are really at the vanguard.",Are investors looking at the wrong things?,Is this about stock exchange?,0.42857142857142855,7,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0.5345224838248488
1566050235.253f54c184627c9a0c3c3cf83434e855.56.12,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.56.12,"So if the returns are the same or better and the planet benefits, wouldn't this be the norm? Are investors, particularly institutional investors, engaged? Well, some are, and a few are really at the vanguard.",Are investors looking at the wrong things?,Is vanguard helping with investing in the climate change strategies?,1.125,8,"[2.0, 0.0, 2.0, 0.0, 1.0, 0.0, 2.0, 2.0]",0.9910312089651149
1566050235.253f54c184627c9a0c3c3cf83434e855.56.15,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.15,"Hesta. Hesta is a retirement fund for health and community services employees in Australia, with assets of 22 billion [dollars].",Are they environmentally friendly?,What does Hesta invest in?,0.5,8,"[1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.7559289460184544
1566050235.253f54c184627c9a0c3c3cf83434e855.56.15,1566075873.b7808b1c2a7002eda1b87039824faca7.56.15,"Hesta. Hesta is a retirement fund for health and community services employees in Australia, with assets of 22 billion [dollars].",Are they environmentally friendly?,Should one use a retirement fund?,0.125,8,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3535533905932738
1566050235.253f54c184627c9a0c3c3cf83434e855.56.15,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.56.15,"Hesta. Hesta is a retirement fund for health and community services employees in Australia, with assets of 22 billion [dollars].",Are they environmentally friendly?,Is Hesta safe to invest in?,0.75,8,"[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 2.0]",0.7071067811865476
1566050235.253f54c184627c9a0c3c3cf83434e855.56.18,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.18,"They believe that ESG has the potential to impact risks and returns, so incorporating it into the investment process is core to their duty to act in the best interest of fund members, core to their duty.",How many fund members do they have?,who is investing in this fund?,1.8333333333333333,6,"[1.0, 3.0, 3.0, 2.0, 2.0, 0.0]",1.1690451944500122
1566050235.253f54c184627c9a0c3c3cf83434e855.56.18,1566075873.b7808b1c2a7002eda1b87039824faca7.56.18,"They believe that ESG has the potential to impact risks and returns, so incorporating it into the investment process is core to their duty to act in the best interest of fund members, core to their duty.",How many fund members do they have?,What does ESG stand for?,0.5714285714285714,7,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",0.5345224838248488
1566050235.253f54c184627c9a0c3c3cf83434e855.56.18,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.56.18,"They believe that ESG has the potential to impact risks and returns, so incorporating it into the investment process is core to their duty to act in the best interest of fund members, core to their duty.",How many fund members do they have?,What strategies are they investing in?,0.6666666666666666,6,"[0.0, 1.0, 2.0, 0.0, 1.0, 0.0]",0.816496580927726
1566050235.253f54c184627c9a0c3c3cf83434e855.56.3,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.3,"In blue, we see the performance of the 500 largest global companies, and in gold, we see a subset of companies with best practice in climate change strategy and risk management. Now over almost eight years, they've outperformed by about two thirds.",Are climate change focused companies the best investments?,Hoe are these factors measured?,1.0,7,"[2.0, 1.0, 2.0, 1.0, 0.0, 0.0, nan, 1.0]",0.816496580927726
1566050235.253f54c184627c9a0c3c3cf83434e855.56.3,1566075873.b7808b1c2a7002eda1b87039824faca7.56.3,"In blue, we see the performance of the 500 largest global companies, and in gold, we see a subset of companies with best practice in climate change strategy and risk management. Now over almost eight years, they've outperformed by about two thirds.",Are climate change focused companies the best investments?,Are they talking about metrics and standards?,0.42857142857142855,7,"[1.0, 1.0, 0.0, 0.0, 0.0, nan, 1.0, 0.0]",0.5345224838248488
1566050235.253f54c184627c9a0c3c3cf83434e855.56.3,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.56.3,"In blue, we see the performance of the 500 largest global companies, and in gold, we see a subset of companies with best practice in climate change strategy and risk management. Now over almost eight years, they've outperformed by about two thirds.",Are climate change focused companies the best investments?,What types of changes have they made to conserve energy?,0.6666666666666666,6,"[0.0, 3.0, 0.0, 0.0, 0.0, nan, 1.0]",1.2110601416389968
1566050235.253f54c184627c9a0c3c3cf83434e855.56.6,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.6,"In blue, we see the performance of the 500 largest global companies, and in gold, we see a subset of companies with best practice in climate change strategy and risk management. Now over almost eight years, they've outperformed by about two thirds. So yes, this is correlation. It's not causation.",How much has this correlation increased as of late?,What have they outperformed?,0.8333333333333334,6,"[0.0, 1.0, 2.0, 0.0, 2.0, 0.0]",0.983192080250175
1566050235.253f54c184627c9a0c3c3cf83434e855.56.6,1566075873.b7808b1c2a7002eda1b87039824faca7.56.6,"In blue, we see the performance of the 500 largest global companies, and in gold, we see a subset of companies with best practice in climate change strategy and risk management. Now over almost eight years, they've outperformed by about two thirds. So yes, this is correlation. It's not causation.",How much has this correlation increased as of late?,What is their plan?,1.0,6,"[2.0, 0.0, 2.0, 1.0, 1.0, 0.0]",0.8944271909999159
1566050235.253f54c184627c9a0c3c3cf83434e855.56.6,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.56.6,"In blue, we see the performance of the 500 largest global companies, and in gold, we see a subset of companies with best practice in climate change strategy and risk management. Now over almost eight years, they've outperformed by about two thirds. So yes, this is correlation. It's not causation.",How much has this correlation increased as of late?,What is the strategy used in the correlation?,1.2857142857142858,7,"[0.0, 2.0, 1.0, 2.0, 0.0, 2.0, 2.0]",0.9511897312113418
1566050235.253f54c184627c9a0c3c3cf83434e855.56.9,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.9,"But it does illustrate that environmental leadership is compatible with good returns. So if the returns are the same or better and the planet benefits, wouldn't this be the norm?",Do you think all companies should take more of an environmental focus?,Is this becoming more the norm?,1.6,5,"[2.0, 1.0, 2.0, 2.0, 1.0]",0.5477225575051662
1566050235.253f54c184627c9a0c3c3cf83434e855.56.9,1566075873.b7808b1c2a7002eda1b87039824faca7.56.9,"But it does illustrate that environmental leadership is compatible with good returns. So if the returns are the same or better and the planet benefits, wouldn't this be the norm?",Do you think all companies should take more of an environmental focus?,Do they plan to make it the norm?,1.6,5,"[2.0, 2.0, 2.0, 0.0, 2.0]",0.8944271909999159
1566050235.253f54c184627c9a0c3c3cf83434e855.56.9,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.56.9,"But it does illustrate that environmental leadership is compatible with good returns. So if the returns are the same or better and the planet benefits, wouldn't this be the norm?",Do you think all companies should take more of an environmental focus?,Why aren't more companies using climate change strategies?,1.8333333333333333,6,"[3.0, 1.0, 1.0, 1.0, 2.0, 3.0]",0.983192080250175
1566050235.253f54c184627c9a0c3c3cf83434e855.59.0,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.0,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",Which type of capital is most important of the three?,how do they see it?,0.3333333333333333,6,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",0.5163977794943222
1566050235.253f54c184627c9a0c3c3cf83434e855.59.0,1566075873.b7808b1c2a7002eda1b87039824faca7.59.0,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",Which type of capital is most important of the three?,Is this person making a speech?,0.3333333333333333,6,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0.5163977794943222
1566050235.253f54c184627c9a0c3c3cf83434e855.59.0,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.0,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",Which type of capital is most important of the three?,What does ESG stand for?,0.16666666666666666,6,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.408248290463863
1566050235.253f54c184627c9a0c3c3cf83434e855.59.12,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.12,"Companies and investors are not singularly responsible for the fate of the planet. They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability. They're compatible.",Why do you think most people aren't willing to oblige socially?,how can this be achieved?,0.2857142857142857,7,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",0.48795003647426666
1566050235.253f54c184627c9a0c3c3cf83434e855.59.12,1566075873.b7808b1c2a7002eda1b87039824faca7.59.12,"Companies and investors are not singularly responsible for the fate of the planet. They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability. They're compatible.",Why do you think most people aren't willing to oblige socially?,Who do they think is responsible?,0.8333333333333334,6,"[1.0, 0.0, 1.0, 1.0, 0.0, 2.0]",0.752772652709081
1566050235.253f54c184627c9a0c3c3cf83434e855.59.12,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.12,"Companies and investors are not singularly responsible for the fate of the planet. They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability. They're compatible.",Why do you think most people aren't willing to oblige socially?,How are they compatible?,0.3333333333333333,6,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",0.5163977794943223
1566050235.253f54c184627c9a0c3c3cf83434e855.59.15,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.15,"They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability. They're compatible. So I'm not talking about tradeoffs here. But institutional investors are the x-factor in sustainability.",What about retail investors?,What do they think about sustainability?,1.6666666666666667,6,"[1.0, 1.0, 2.0, 1.0, 3.0, 2.0]",0.816496580927726
1566050235.253f54c184627c9a0c3c3cf83434e855.59.15,1566075873.b7808b1c2a7002eda1b87039824faca7.59.15,"They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability. They're compatible. So I'm not talking about tradeoffs here. But institutional investors are the x-factor in sustainability.",What about retail investors?,Are they saying they are liable?,0.5,6,"[2.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.8366600265340756
1566050235.253f54c184627c9a0c3c3cf83434e855.59.15,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.15,"They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability. They're compatible. So I'm not talking about tradeoffs here. But institutional investors are the x-factor in sustainability.",What about retail investors?,Who are the institutional investors?,1.8333333333333333,6,"[2.0, 1.0, 1.0, 1.0, 3.0, 3.0]",0.983192080250175
1566050235.253f54c184627c9a0c3c3cf83434e855.59.18,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.18,"But institutional investors are the x-factor in sustainability. Why do they hold the key? The answer, quite simply, is, they have the money.",Is spending the only way to impact our sustainability?,Are they investing more in ESG companies now than before?,1.1666666666666667,6,"[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]",0.408248290463863
1566050235.253f54c184627c9a0c3c3cf83434e855.59.18,1566075873.b7808b1c2a7002eda1b87039824faca7.59.18,"But institutional investors are the x-factor in sustainability. Why do they hold the key? The answer, quite simply, is, they have the money.",Is spending the only way to impact our sustainability?,Are they against investors?,1.0,6,"[1.0, 1.0, 1.0, 0.0, 2.0, 1.0]",0.6324555320336759
1566050235.253f54c184627c9a0c3c3cf83434e855.59.18,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.18,"But institutional investors are the x-factor in sustainability. Why do they hold the key? The answer, quite simply, is, they have the money.",Is spending the only way to impact our sustainability?,Are they willing to invest the money that they have into saving the environment?,1.6666666666666667,6,"[2.0, 2.0, 2.0, 0.0, 2.0, 2.0]",0.816496580927726
1566050235.253f54c184627c9a0c3c3cf83434e855.59.3,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.3,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",How do you feel about people who disagree with your views?,how do you think is best to make money?,0.6666666666666666,6,"[1.0, 1.0, 0.0, 2.0, 0.0, 0.0]",0.816496580927726
1566050235.253f54c184627c9a0c3c3cf83434e855.59.3,1566075873.b7808b1c2a7002eda1b87039824faca7.59.3,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",How do you feel about people who disagree with your views?,Are they trying to persuade someone they are different than the rest?,1.2857142857142858,7,"[3.0, 2.0, 1.0, 0.0, 1.0, 2.0, 0.0]",1.1126972805283737
1566050235.253f54c184627c9a0c3c3cf83434e855.59.3,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.3,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",How do you feel about people who disagree with your views?,How do they expect you to make the money?,0.8333333333333334,6,"[1.0, 1.0, 1.0, 2.0, nan, 0.0, 0.0]",0.752772652709081
1566050235.253f54c184627c9a0c3c3cf83434e855.59.6,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.6,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling.",What is a better way to give than a charity?,do you think you can do greater good with ESG?,1.1428571428571428,7,"[1.0, nan, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0]",0.6900655593423543
1566050235.253f54c184627c9a0c3c3cf83434e855.59.6,1566075873.b7808b1c2a7002eda1b87039824faca7.59.6,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling.",What is a better way to give than a charity?,Are they saying people claim to give it away but don't?,0.7142857142857143,7,"[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 2.0]",0.7559289460184545
1566050235.253f54c184627c9a0c3c3cf83434e855.59.6,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.6,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling.",What is a better way to give than a charity?,Why do they suggest giving the profits to charities?,2.0,6,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",0.0
1566050235.253f54c184627c9a0c3c3cf83434e855.59.9,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.9,"I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",Do you think people need to be more focused on the planet?,Do you agree they can affect massive positive change?,1.0,6,"[2.0, 1.0, 1.0, 0.0, 1.0, 1.0]",0.6324555320336759
1566050235.253f54c184627c9a0c3c3cf83434e855.59.9,1566075873.b7808b1c2a7002eda1b87039824faca7.59.9,"I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",Do you think people need to be more focused on the planet?,Do they think companies are held to too high of a standard in regards to caring for the environment?,1.375,8,"[3.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 3.0]",1.3024701806293193
1566050235.253f54c184627c9a0c3c3cf83434e855.59.9,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.9,"I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",Do you think people need to be more focused on the planet?,Who should hold the companies accountable for playing their part in sustaining the environment?,1.0,6,"[2.0, 1.0, 1.0, 0.0, 1.0, 1.0]",0.6324555320336759
1566050580.977eeda518cf4802bb990e97dd9e040e.29.0,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.29.0,Those four petals were built by four undergraduates doing a summer internship at JPL. Now you're seeing it deploy. Those petals have to rotate into place.,What kind of petals are they?,What are the petals for?,1.8571428571428572,7,"[2.0, 2.0, 2.0, 1.0, 3.0, 1.0, 2.0]",0.6900655593423541
1566050580.977eeda518cf4802bb990e97dd9e040e.29.0,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.29.0,Those four petals were built by four undergraduates doing a summer internship at JPL. Now you're seeing it deploy. Those petals have to rotate into place.,What kind of petals are they?,what are the petals for?,2.0,6,"[1.0, 2.0, 2.0, 2.0, 2.0, 3.0]",0.6324555320336759
1566050580.977eeda518cf4802bb990e97dd9e040e.29.0,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.29.0,Those four petals were built by four undergraduates doing a summer internship at JPL. Now you're seeing it deploy. Those petals have to rotate into place.,What kind of petals are they?,What are these 'petals that are being discussed? ,3.0,6,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",0.0
1566050580.977eeda518cf4802bb990e97dd9e040e.29.12,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.29.12,"If we can take a similar space telescope, slightly larger, put it out there, fly an occulter in front of it, what we might see is something like that -- that's a family portrait of our solar system -- but not ours. We're hoping it'll be someone else's solar system as seen through an occulter, through a starshade like that.",Why the interest?,Do you think its likely you'll see another solar system?,0.8571428571428571,7,"[1.0, 0.0, 1.0, 0.0, 2.0, 2.0, 0.0]",0.8997354108424375
1566050580.977eeda518cf4802bb990e97dd9e040e.29.12,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.29.12,"If we can take a similar space telescope, slightly larger, put it out there, fly an occulter in front of it, what we might see is something like that -- that's a family portrait of our solar system -- but not ours. We're hoping it'll be someone else's solar system as seen through an occulter, through a starshade like that.",Why the interest?,what is an occulter?,0.8571428571428571,7,"[2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0]",0.8997354108424372
1566050580.977eeda518cf4802bb990e97dd9e040e.29.12,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.29.12,"If we can take a similar space telescope, slightly larger, put it out there, fly an occulter in front of it, what we might see is something like that -- that's a family portrait of our solar system -- but not ours. We're hoping it'll be someone else's solar system as seen through an occulter, through a starshade like that.",Why the interest?,What on earth is an occulter - and what is the purpose of taking this 'family portrait of the solar system?,0.5714285714285714,7,"[2.0, 0.0, 0.0, 0.0, nan, 0.0, 1.0, 1.0]",0.7867957924694432
