id,excerpt_number,chunk_number,worker,type,content,wh_type,answered,highlight,prior_question,best_answer,coherence,naturalness,comment,relatedness,source,chunk_start,chunk_end,highlight_start,highlight_end
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.10,1,4,Lakeshia,answer,It's a sub-scale star shade,,4.0,This is a sub-scale star shade,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5425.0,5507.0,5425.0,5455.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.11,1,4,Lakeshia,answer,A sub-scale star shade,,4.0,This is a sub-scale star shade,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5425.0,5507.0,5425.0,5455.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.12,1,4,Lakeshia,question,How large is the one we saw? ,how,1.0,half the size of the one you just saw,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.13,,,,0.968253968253968,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5425.0,5507.0,5468.0,5505.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.13,1,5,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5507.0,5623.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.15,1,5,Lakeshia,question,What are the petals made of? ,what,1.0,Those four petals were built by four undergraduates,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.16,,,,0.5,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5507.0,5623.0,5537.0,5588.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.16,1,6,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5623.0,5692.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.17,1,6,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5623.0,5692.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.18,1,6,Lakeshia,question,What connects the petals? ,what,2.0,petals have to rotate into place,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.19,,,,1.315476190476191,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5623.0,5692.0,5658.0,5690.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.19,1,7,Lakeshia,non-answer,,,2.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5692.0,5893.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.20,1,7,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5692.0,5893.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.27.21,1,0,Lakeshia,evaluation,,,,,,,4.0,5.0,Seems like something in a science-fiction story or book. ,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4910.0,5692.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.0,2,0,Lakeshia,question,What is ESG?,what,1.0,companies actually leveraging ESG to drive hard business results?,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.1,,,,1.1345238095238095,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3261.0,3532.0,3322.0,3387.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.1,2,1,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3532.0,3800.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.3,2,1,Lakeshia,question,What are they doing with the savings? ,what,1.0,yield savings of 23 million dollars in operating costs annually,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.4,,,,1.6473214285714286,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3532.0,3800.0,3735.0,3798.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.4,2,2,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3800.0,3918.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.5,2,2,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3800.0,3918.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.6,2,2,Lakeshia,question,How do they decrease the emissions? ,how,1.0,avoid the emissions,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.7,,,,1.6860119047619049,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3800.0,3918.0,3804.0,3823.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.7,2,3,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3918.0,3965.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.8,2,3,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3918.0,3965.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.9,2,3,Lakeshia,question,What is Pentair?,what,5.0,Another example is Pentair,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.10,,,,2.541666666666667,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3918.0,3965.0,3937.0,3963.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.10,2,4,Lakeshia,answer,a US industrial conglomerate,,5.0,a U.S. industrial conglomerate,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3965.0,4150.0,3976.0,4006.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.11,2,4,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3965.0,4150.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.12,2,4,Lakeshia,question,How much did Pentair save? ,how,1.0,That's a really big bet,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.13,,,,0.8511904761904759,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3965.0,4150.0,4125.0,4148.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.13,2,5,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,4150.0,4350.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.15,2,5,Lakeshia,question,What level of growth did Pentair achieve? ,what,1.0,more growth in water than in power tools,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.16,,,,0.5892857142857143,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,4150.0,4350.0,4231.0,4271.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.16,2,6,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,4350.0,4488.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.17,2,6,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,4350.0,4488.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.18,2,6,Lakeshia,question,Is there another relevant case?,aux,2.0,are these just isolated cases?,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.19,,,,1.8125,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,4350.0,4488.0,4457.0,4487.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.19,2,7,Lakeshia,non-answer,,,2.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,4488.0,4592.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.20,2,7,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,4488.0,4592.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.52.21,2,0,Lakeshia,evaluation,,,,,,,4.0,4.0,No,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3261.0,4488.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.0,3,0,Lakeshia,question,Why can't they make more visualization techniques?,why,1.0,techniques,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.1,,,,0.5773809523809524,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8538.0,9040.0,8791.0,8801.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.1,3,1,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9040.0,9158.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.3,3,1,Lakeshia,question,Why can't they do more? ,why,1.0,always required more,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.4,,,,0.4880952380952381,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9040.0,9158.0,9061.0,9081.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.4,3,2,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9158.0,9292.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.5,3,2,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9158.0,9292.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.6,3,2,Lakeshia,question,Do they ever win? ,aux,1.0,help you attain more than you ever dreamed,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.7,,,,0.7976190476190477,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9158.0,9292.0,9238.0,9280.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.7,3,3,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9292.0,9498.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.8,3,3,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9292.0,9498.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.9,3,3,Lakeshia,question,Whose early paintings did she see? ,unknown,1.0,her smiling at those early paintings,,1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.10,,,,0.7321428571428572,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9292.0,9498.0,9361.0,9397.0
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.10,3,4,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9498.0,26.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.11,3,4,Lakeshia,non-answer,,,1.0,,['1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9498.0,26.0,,
1566050965.6bb59ed1a4a7b7947c27a23b6a9622be.149.12,3,0,Lakeshia,evaluation,,,,,,,4.0,4.0,"Seeing it all together, it makes sense what the author is trying to get at. ",,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8538.0,9498.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.0,1,0,Stefan,question,"Who is ""they""?",who,5.0,They,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.1,,,,0.5396825396825398,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,2370.0,2776.0,2551.0,2555.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.1,1,1,Stefan,answer,The homeless,,5.0,homeless,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,2776.0,3022.0,3002.0,3010.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.3,1,1,Stefan,question,What laws are they talking about?,what,4.0,exhaustive list of laws,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.4,,,,1.8854166666666663,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,2776.0,3022.0,2961.0,2984.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.4,1,2,Stefan,answer,"Its illegal to sit on the street, cover up with a blanket, sleep in your own car, or offer food to a stranger.",,4.0,illegal,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3022.0,3209.0,3092.0,3099.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.6,1,2,Stefan,question,Why is it illegal to offer food to someone?,why,2.0,offer food to a stranger?,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.7,,,,1.9270833333333333,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3022.0,3209.0,3183.0,3208.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.7,1,3,Stefan,non-answer,,,2.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3209.0,3370.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.9,1,3,Stefan,question,How are homeless people going to pay citations?,how,3.0,received citations,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.10,,,,1.1571428571428568,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3209.0,3370.0,3312.0,3330.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.10,1,4,Stefan,answer,They sometimes get seasonal jobs.,,3.0,picking up seasonal jobs,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3370.0,3574.0,3533.0,3557.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.11,1,4,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3370.0,3574.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.12,1,4,Stefan,question,Why would anyone want to be homeless?,why,4.0,choose a life like this,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.13,,,,2.3913690476190474,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3370.0,3574.0,3418.0,3441.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.13,1,5,Stefan,answer,freedom,,4.0,freedom,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3574.0,3711.0,3702.0,3709.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.15,1,5,Stefan,question,What are some other responses?,what,2.0,often respond,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.20,,,,1.1964285714285714,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3574.0,3711.0,3668.0,3681.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.16,1,6,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3711.0,3938.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.18,1,6,Stefan,question,How is the open road an escape?,how,5.0,open road as a means of escape,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.19,,,,1.482142857142857,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3711.0,3938.0,3906.0,3936.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.19,1,7,Stefan,answer,liberation and rebellion,,5.0,"liberation and, of course, of rebellion",['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3938.0,56.0,3941.0,3980.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.20,1,7,Stefan,non-answer,,,2.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,3938.0,56.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.13.21,1,0,Stefan,evaluation,,,,,,,5.0,5.0,This seemed like a well written speech.,,Ted-MDB-Annotations/English/raw/01/talk_2009_en.txt,2370.0,3938.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.0,2,0,Stefan,question,How does sports connect the two communities?,how,2.0,"connects the two communities together, and that's sports",,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.1,,,,1.5625,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,1209.0,1666.0,1608.0,1664.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.1,2,1,Stefan,non-answer,,,2.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,1666.0,1916.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.3,2,1,Stefan,question,What sport did Michael Phelps play?,what,1.0,Michael Phelps,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.4,,,,0.38333333333333336,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,1666.0,1916.0,1733.0,1747.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.4,2,2,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,1916.0,2021.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.5,2,2,Stefan,non-answer,,,2.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,1916.0,2021.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.6,2,2,Stefan,question,What different is happening?,what,2.0,different happening,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.7,,,,2.233333333333333,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,1916.0,2021.0,1983.0,2002.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.7,2,3,Stefan,non-answer,,,2.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2021.0,2260.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.8,2,3,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2021.0,2260.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.9,2,3,Stefan,question,What kind of network is the geeks taking over?,what,1.0,taking over,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.10,,,,2.0,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2021.0,2260.0,2219.0,2230.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.10,2,4,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2260.0,2461.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.11,2,4,Stefan,non-answer,,,2.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2260.0,2461.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.12,2,4,Stefan,question,Why is this group distinct?,why,1.0,so distinct,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.13,,,,0.9375,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2260.0,2461.0,2292.0,2303.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.13,2,5,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2461.0,2745.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.14,2,5,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2461.0,2745.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.15,2,5,Stefan,question,What tension?,what,4.0,tensions,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.16,,,,1.3452380952380951,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2461.0,2745.0,2494.0,2502.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.16,2,6,Stefan,answer,LGBT and geek community tension,,4.0,not really getting along,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2745.0,2880.0,2779.0,2803.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.17,2,6,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2745.0,2880.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.18,2,6,Stefan,question,Why can't the different communities get along?,why,1.0,not really getting along,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.19,,,,2.1547619047619047,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2745.0,2880.0,2779.0,2803.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.19,2,7,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,2880.0,3043.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.38.21,2,0,Stefan,evaluation,,,,,,,4.0,4.0,"This seems like an actual article, but it didn't answer alot of the questions i had.",,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,1209.0,2880.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.0,3,0,Stefan,question,How does success turn into mastery?,how,2.0,convert success into mastery?,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.1,,,,2.008928571428571,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,801.0,1070.0,997.0,1026.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.1,3,1,Stefan,non-answer,,,2.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,1070.0,1263.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.3,3,1,Stefan,question,Is varsity archers a sport?,aux,2.0,varsity archers,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.4,,,,0.8598214285714285,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,1070.0,1263.0,1213.0,1228.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.4,3,2,Stefan,non-answer,,,2.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,1263.0,1487.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.5,3,2,Stefan,non-answer,,,2.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,1263.0,1487.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.6,3,2,Stefan,question,What does skew mean?,what,1.0,skew,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.7,,,,0.7743055555555556,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,1263.0,1487.0,1473.0,1477.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.7,3,3,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,1487.0,1703.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.8,3,3,Stefan,non-answer,,,2.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,1487.0,1703.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.9,3,3,Stefan,question,What is a fletching?,what,1.0,fletching,,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.10,,,,0.1607142857142857,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,1487.0,1703.0,1692.0,1701.0
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.10,3,4,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,1703.0,1923.0,,
1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.11,3,4,Stefan,non-answer,,,1.0,,['1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,1703.0,1923.0,,
